log_id,customer_id,chat_text,sentiment_label,keywords_detected
LOG01543,CUST03108,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01544,CUST08726,My card was charged twice and no one is fixing it.,negative,
LOG01545,CUST06132,Can I increase my credit limit?,neutral,
LOG01546,CUST09824,I love the new mobile app features.,positive,
LOG01547,CUST04007,The loan was approved faster than expected – very pleased.,positive,
LOG01548,CUST09623,"Thank you, the issue has been resolved quickly.",positive,
LOG01549,CUST08774,"Great customer service, very helpful team.",positive,
LOG01550,CUST02435,I need to know the branch hours.,neutral,
LOG01551,CUST04050,I love the new mobile app features.,positive,
LOG01552,CUST04589,How do I update my contact details?,neutral,
LOG01553,CUST08328,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01554,CUST03429,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01555,CUST07712,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01556,CUST01063,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01557,CUST08334,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01558,CUST08343,Can I increase my credit limit?,neutral,
LOG01559,CUST08169,I need to know the branch hours.,neutral,
LOG01560,CUST07607,"Excellent experience overall, keep it up.",positive,
LOG01561,CUST05273,What are the current interest rates for savings accounts?,neutral,
LOG01562,CUST06126,What documents are needed for a loan application?,neutral,
LOG01563,CUST08107,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01564,CUST04397,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01565,CUST06570,"Excellent experience overall, keep it up.",positive,
LOG01566,CUST09568,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01567,CUST00600,What documents are needed for a loan application?,neutral,
LOG01568,CUST03597,"Great customer service, very helpful team.",positive,
LOG01569,CUST07407,"Great customer service, very helpful team.",positive,
LOG01570,CUST06487,My card was charged twice and no one is fixing it.,negative,
LOG01571,CUST05014,"Great customer service, very helpful team.",positive,
LOG01572,CUST06179,Can I increase my credit limit?,neutral,
LOG01573,CUST02576,Please send me my account statement.,neutral,
LOG01574,CUST04171,I need to know the branch hours.,neutral,
LOG01575,CUST02201,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01576,CUST04835,"Thank you, the issue has been resolved quickly.",positive,
LOG01577,CUST08501,The loan was approved faster than expected – very pleased.,positive,
LOG01578,CUST03772,I need to know the branch hours.,neutral,
LOG01579,CUST07623,I cannot access my account – it seems blocked.,negative,blocked
LOG01580,CUST05512,"Excellent experience overall, keep it up.",positive,
LOG01581,CUST07392,Can I increase my credit limit?,neutral,
LOG01582,CUST07087,The loan was approved faster than expected – very pleased.,positive,
LOG01583,CUST06022,Account blocked again. This is the third time this month.,negative,blocked
LOG01584,CUST05195,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01585,CUST06265,I am very unhappy with how my complaint was handled.,negative,
LOG01586,CUST02943,I cannot access my account – it seems blocked.,negative,blocked
LOG01587,CUST03831,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01588,CUST01244,I love the new mobile app features.,positive,
LOG01589,CUST01351,Why is my loan application still pending? Terrible process.,negative,
LOG01590,CUST08221,I love the new mobile app features.,positive,
LOG01591,CUST08957,"Excellent experience overall, keep it up.",positive,
LOG01592,CUST01281,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01593,CUST03732,I am very unhappy with how my complaint was handled.,negative,
LOG01594,CUST01943,How do I update my contact details?,neutral,
LOG01595,CUST05903,How do I update my contact details?,neutral,
LOG01596,CUST08947,I cannot access my account – it seems blocked.,negative,blocked
LOG01597,CUST05469,My card was charged twice and no one is fixing it.,negative,
LOG01598,CUST05395,What are the current interest rates for savings accounts?,neutral,
LOG01599,CUST04960,I need to know the branch hours.,neutral,
LOG01600,CUST03124,I am very unhappy with how my complaint was handled.,negative,
LOG01601,CUST09897,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01602,CUST08899,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01603,CUST00140,I need to know the branch hours.,neutral,
LOG01604,CUST04618,I love the new mobile app features.,positive,
LOG01605,CUST06617,I need to know the branch hours.,neutral,
LOG01606,CUST09502,The loan was approved faster than expected – very pleased.,positive,
LOG01607,CUST00195,What documents are needed for a loan application?,neutral,
LOG01608,CUST08400,The loan was approved faster than expected – very pleased.,positive,
LOG01609,CUST06513,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01610,CUST03718,My card was charged twice and no one is fixing it.,negative,
LOG01611,CUST03439,What documents are needed for a loan application?,neutral,
LOG01612,CUST03830,Can I increase my credit limit?,neutral,
LOG01613,CUST09618,Please send me my account statement.,neutral,
LOG01614,CUST07680,"Excellent experience overall, keep it up.",positive,
LOG01615,CUST07560,What documents are needed for a loan application?,neutral,
LOG01616,CUST01407,I need to know the branch hours.,neutral,
LOG01617,CUST03078,I need to know the branch hours.,neutral,
LOG01618,CUST06844,Can I increase my credit limit?,neutral,
LOG01619,CUST07188,My card was charged twice and no one is fixing it.,negative,
LOG01620,CUST09150,The loan was approved faster than expected – very pleased.,positive,
LOG01621,CUST06140,How do I update my contact details?,neutral,
LOG01622,CUST09462,"Great customer service, very helpful team.",positive,
LOG01623,CUST05007,What are the current interest rates for savings accounts?,neutral,
LOG01624,CUST08189,I cannot access my account – it seems blocked.,negative,blocked
LOG01625,CUST05568,Why is my loan application still pending? Terrible process.,negative,
LOG01626,CUST06868,My card was charged twice and no one is fixing it.,negative,
LOG01627,CUST06609,Can I increase my credit limit?,neutral,
LOG01628,CUST08809,What documents are needed for a loan application?,neutral,
LOG01629,CUST05343,I am very unhappy with how my complaint was handled.,negative,
LOG01630,CUST00381,Please send me my account statement.,neutral,
LOG01631,CUST02280,I cannot access my account – it seems blocked.,negative,blocked
LOG01632,CUST05411,"Great customer service, very helpful team.",positive,
LOG01633,CUST09880,"Excellent experience overall, keep it up.",positive,
LOG01634,CUST09403,"Excellent experience overall, keep it up.",positive,
LOG01635,CUST06248,The loan was approved faster than expected – very pleased.,positive,
LOG01636,CUST06401,My card was charged twice and no one is fixing it.,negative,
LOG01637,CUST08758,How do I update my contact details?,neutral,
LOG01638,CUST03086,Can I increase my credit limit?,neutral,
LOG01639,CUST01780,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01640,CUST09331,I need to know the branch hours.,neutral,
LOG01641,CUST04992,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01642,CUST02809,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01643,CUST09059,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01644,CUST00526,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01645,CUST09886,What documents are needed for a loan application?,neutral,
LOG01646,CUST00440,Can I increase my credit limit?,neutral,
LOG01647,CUST03261,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01648,CUST06323,"Thank you, the issue has been resolved quickly.",positive,
LOG01649,CUST03374,I am very unhappy with how my complaint was handled.,negative,
LOG01650,CUST04770,My card was charged twice and no one is fixing it.,negative,
LOG01651,CUST08592,What documents are needed for a loan application?,neutral,
LOG01652,CUST07450,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01653,CUST06040,"Thank you, the issue has been resolved quickly.",positive,
LOG01654,CUST00181,Please send me my account statement.,neutral,
LOG01655,CUST05354,What are the current interest rates for savings accounts?,neutral,
LOG01656,CUST06408,Can I increase my credit limit?,neutral,
LOG01657,CUST01815,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01658,CUST08790,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01659,CUST07836,The loan was approved faster than expected – very pleased.,positive,
LOG01660,CUST01127,What documents are needed for a loan application?,neutral,
LOG01661,CUST03383,The loan was approved faster than expected – very pleased.,positive,
LOG01662,CUST03370,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01663,CUST07082,I need to know the branch hours.,neutral,
LOG01664,CUST02602,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01665,CUST09423,Please send me my account statement.,neutral,
LOG01666,CUST09626,I love the new mobile app features.,positive,
LOG01667,CUST08233,What are the current interest rates for savings accounts?,neutral,
LOG01668,CUST07520,What documents are needed for a loan application?,neutral,
LOG01669,CUST03305,I need to know the branch hours.,neutral,
LOG01670,CUST02338,"Thank you, the issue has been resolved quickly.",positive,
LOG01671,CUST01049,Can I increase my credit limit?,neutral,
LOG01672,CUST09910,The loan was approved faster than expected – very pleased.,positive,
LOG01673,CUST08616,"Great customer service, very helpful team.",positive,
LOG01674,CUST09327,I love the new mobile app features.,positive,
LOG01675,CUST07540,Can I increase my credit limit?,neutral,
LOG01676,CUST09440,Can I increase my credit limit?,neutral,
LOG01677,CUST01493,How do I update my contact details?,neutral,
LOG01678,CUST07477,I am very unhappy with how my complaint was handled.,negative,
LOG01679,CUST04874,I need to know the branch hours.,neutral,
LOG01680,CUST02870,Account blocked again. This is the third time this month.,negative,blocked
